,StartTime,EndTime,Duration,StartX,StartY,EndX,EndY
0,13,41,28,1189,660,1240,618
1,41,53,12,1240,618,1217,501
2,69,92,23,1217,501,1222,423
3,92,115,23,1222,423,1226,348
4,115,135,20,1226,348,281,131
5,150,166,16,281,131,254,206
