,StartTime,EndTime,Duration,StartX,StartY,EndX,EndY
0,9,28,19,1155,729,1198,685
1,28,39,11,1198,685,1247,614
2,39,65,26,1247,614,593,351
3,77,112,35,593,351,543,350
4,112,151,39,543,350,606,347
5,151,161,10,606,347,674,357
6,161,184,23,674,357,566,360
