StartTime,EndTime,Duration,StartX,StartY,EndX,EndY
169,229,60,1193,44,1351,65
238,280,42,1351,65,838,272
360,473,113,838,272,847,268
473,499,26,847,268,997,214
806,842,36,997,214,1184,56
935,993,58,1184,56,1173,62
1006,1041,35,1173,62,1408,56
