StartTime,EndTime,Duration,X,Y
0,6,6,261,540
6,26,20,180,557
26,28,2,271,561
28,31,3,346,556
31,38,7,401,570
38,49,11,481,561
49,50,1,521,572
50,51,1,610,581
51,52,1,708,594
52,53,1,805,608
53,55,2,907,623
55,57,2,1025,642
57,59,2,1113,655
59,63,4,1176,658
63,68,5,1197,629
68,86,18,1168,613
86,97,11,1199,561
97,108,11,1242,516
108,118,10,1284,483
118,133,15,1343,440
133,136,3,1276,445
136,139,3,1206,420
139,157,18,1125,372
157,168,11,1169,312
168,172,4,1141,277
172,173,1,861,442
173,174,1,667,521
174,175,1,531,568
175,177,2,428,610
177,196,19,345,584
196,204,8,451,572
204,213,9,502,566
213,226,13,563,588
226,232,6,603,580
232,234,2,660,586
234,243,9,719,591
243,245,2,763,575
245,248,3,819,564
248,256,8,1230,730
256,262,6,1291,650
262,271,9,1296,617
271,282,11,1245,646
282,286,4,1373,545
286,288,2,1307,618
288,290,2,1218,669
290,301,11,1135,699
301,305,4,1205,661
305,314,9,1247,665
314,318,4,1298,634
318,328,10,1318,610
328,330,2,1371,574
330,334,4,1389,524
334,336,2,1315,529
336,349,13,1250,510
349,358,9,1201,476
358,359,1,1166,434
359,361,2,1182,340
361,364,3,1176,291
364,366,2,1117,328
366,367,1,1017,364
367,368,1,919,389
368,369,1,774,418
369,370,1,629,448
370,371,1,519,471
371,372,1,433,495
372,374,2,317,519
374,383,9,220,540
383,409,26,184,503
409,426,17,224,535
426,435,9,278,529
435,453,18,340,526
453,464,11,396,526
464,467,3,318,530
467,472,5,274,532
472,479,7,335,532
479,493,14,975,430
493,506,13,1041,413
506,509,3,1104,417
509,519,10,1158,408
519,534,15,1150,442
534,541,7,1177,447
541,542,1,1010,446
542,543,1,875,450
543,544,1,786,454
544,545,1,707,459
545,546,1,622,470
546,547,1,535,480
547,549,2,424,499
549,551,2,343,506
551,560,9,263,483
560,576,16,181,475
576,578,2,252,462
578,583,5,327,452
583,600,17,397,471
600,602,2,453,467
602,606,4,526,461
606,616,10,615,463
616,618,2,679,457
618,624,6,777,459
624,629,5,827,470
629,638,9,887,466
638,640,2,922,433
640,642,2,962,395
642,644,2,1005,364
644,647,3,1058,335
647,649,2,1108,310
649,652,3,1162,282
652,675,23,1181,239
675,694,19,1241,201
694,696,2,1294,171
696,701,5,1345,133
701,702,1,1074,415
702,703,1,902,450
703,704,1,797,464
704,706,2,684,478
706,708,2,597,490
708,712,4,526,487
712,721,9,469,501
721,723,2,442,504
723,725,2,492,485
725,728,3,550,469
728,734,6,622,450
734,744,10,673,456
744,746,2,789,388
746,748,2,872,305
748,752,4,824,251
752,753,1,912,192
753,755,2,1006,149
755,758,3,1112,112
758,760,2,1183,94
760,762,2,1212,62
762,763,1,1109,55
763,765,2,979,62
765,766,1,1077,22
766,768,2,1189,11
768,774,6,1268,20
774,780,6,1238,66
780,802,22,1179,63
802,808,6,1155,117
808,815,7,1200,157
815,822,7,1256,149
822,830,8,1297,104
830,841,11,1366,79
841,842,1,1057,256
842,843,1,845,365
843,844,1,697,441
844,845,1,593,494
845,847,2,483,526
847,855,8,380,495
855,857,2,431,490
857,859,2,489,501
859,871,12,583,501
871,872,1,626,478
872,873,1,710,438
873,874,1,787,398
874,876,2,893,338
876,877,1,979,287
877,878,1,1106,202
878,879,1,1189,149
879,881,2,1273,91
881,891,10,1342,43
891,897,6,1311,80
897,902,5,1246,66
902,911,9,1171,72
911,915,4,1220,36
915,917,2,1292,37
917,919,2,1369,54
919,938,19,1422,92
938,940,2,1377,67
940,942,2,1310,72
942,962,20,1207,63
962,963,1,1085,94
963,964,1,853,259
964,965,1,697,366
965,966,1,594,431
966,968,2,498,481
968,975,7,440,501
975,987,12,1363,121
987,988,1,1165,125
988,989,1,989,125
989,990,1,861,126
990,992,2,735,123
992,994,2,623,94
994,1006,12,515,76
1006,1011,5,496,114
1011,1012,1,529,149
1012,1013,1,601,212
1013,1014,1,687,291
1014,1015,1,785,395
1015,1016,1,863,480
1016,1017,1,924,549
1017,1019,2,988,643
1019,1022,3,1061,698
1022,1038,16,1125,697
1038,1042,4,1193,677
1042,1052,10,1234,644
1052,1059,7,1266,669
1059,1073,14,1297,635
1073,1078,5,1317,600
1078,1080,2,1271,579
1080,1097,17,1178,522
1097,1113,16,1222,503
1113,1114,1,1258,460
1114,1115,1,978,512
1115,1116,1,791,490
1116,1117,1,678,379
1117,1118,1,603,300
1118,1120,2,540,224
1120,1131,11,475,140
1131,1142,11,537,121
1142,1152,10,612,132
1152,1154,2,638,163
1154,1156,2,699,165
1156,1160,4,780,157
1160,1171,11,833,145
1171,1185,14,896,158
1185,1195,10,962,194
1195,1200,5,997,182
