StartTime,EndTime,Duration,StartX,StartY,EndX,EndY
203,229,26,305,353,1272,679
341,366,25,1272,679,258,449
403,452,49,258,449,1254,605
642,668,26,1254,605,556,339
677,753,76,556,339,557,359
