StartTime,EndTime,Duration,StartX,StartY,EndX,EndY
351,376,25,733,402,1222,399
579,604,25,1222,399,240,578
621,666,45,240,578,1401,499
821,846,25,1401,499,315,656
857,914,57,315,656,519,626
931,972,41,519,626,279,554
