StartTime,EndTime,Duration,StartX,StartY,EndX,EndY
49,79,30,352,268,537,318
101,132,31,537,318,1141,422
525,552,27,1141,422,176,232
589,632,43,176,232,1312,177
862,891,29,1312,177,825,203
930,965,35,825,203,994,191
