StartTime,EndTime,Duration,StartX,StartY,EndX,EndY
103,131,28,318,434,213,611
317,400,83,213,611,249,617
400,429,29,249,617,1220,649
501,529,28,1220,649,287,722
590,638,48,287,722,1215,581
792,819,27,1215,581,347,615
858,896,38,347,615,437,548
943,970,27,437,548,234,377
1118,1156,38,234,377,264,359
