StartTime,EndTime,Duration,StartX,StartY,EndX,EndY
254,279,25,1151,60,1150,79
398,431,33,1150,79,1220,95
450,481,31,1220,95,1200,40
511,550,39,1200,40,1142,72
567,594,27,1142,72,1392,93
684,728,44,1392,93,1407,99
